annotation_approver,comment_count,created_at,id,label,text,updated_at,user
,0,2021-03-22T11:50:13.225877Z,607,1,"""""""I wish to know whether the present position will still obtain .if not , be that why the Minister refuse to give the list and why Parliament be be ignore ?I beg hon .member opposite not to dismiss this matter lightly ; not to be """""""" Lobby fodder """""""" .after all , they inveigh so often against the Labour Government and say that we be create bureaucracy .here be an opportunity to resist bureaucracy , not to strengthen the Executive and weaken local initiative and organisation in area like my own .I wish that the noble Lord the Member for Dorset , South ( Viscount Hinchingbrooke ) be still in the Chamber , because if he be sincere in what he say early he would support the Amendment .""""""",2021-03-22T11:50:13.225939Z,1
,0,2021-03-22T11:50:15.658220Z,607,3,"""""""I wish to know whether the present position will still obtain .if not , be that why the Minister refuse to give the list and why Parliament be be ignore ?I beg hon .member opposite not to dismiss this matter lightly ; not to be """""""" Lobby fodder """""""" .after all , they inveigh so often against the Labour Government and say that we be create bureaucracy .here be an opportunity to resist bureaucracy , not to strengthen the Executive and weaken local initiative and organisation in area like my own .I wish that the noble Lord the Member for Dorset , South ( Viscount Hinchingbrooke ) be still in the Chamber , because if he be sincere in what he say early he would support the Amendment .""""""",2021-03-22T11:50:15.658269Z,1
,0,2021-03-22T11:50:26.388872Z,608,1,"this underline the fact that although we be set out a Free Trade Area for the Seven , the first document which this House be ask to approve actually complicate trading and enlarge the bureaucracy connect with the Customs .of course , it be only a small extension for this country because so much of our trade be already affect in this way .whether the other country of the Seven will be as unmoved when they find out by experience the complication in the working of certificate of origin I doubt .",2021-03-22T11:50:26.388908Z,1
,0,2021-03-22T11:50:38.154025Z,609,1,"would my hon .and learn Friend not agree that such a consistent application of the law , as he call it , without use commonsense method or consider the whole question of humanity be , in fact , bureaucracy ?",2021-03-22T11:50:38.154120Z,1
,0,2021-03-22T11:50:48.011855Z,610,1,"I think that the West Berlin people be entitle to be rather sure than they be at the moment that , for instance , their export trade , on which they depend , be not hold up by what be nothing more than sheer bureaucracy on the part of the Russians or East Berlin official , whichever they may be .",2021-03-22T11:50:48.011886Z,1
,0,2021-03-22T11:50:55.421163Z,611,5,surely the protection which farmer will have from the wisdom — to put it no higher — of the general commissioner for their area will be enough to safeguard they from injustice or bureaucracy .we regard the amendment more with suspicion than with approval .,2021-03-22T11:50:55.421222Z,1
,0,2021-03-22T11:51:07.352076Z,612,1,"I have already complain about Ministers come to the House and be the mouthpiece of the bureaucracy .in this case , I honestly believe that the Minister have not the slight idea of what be happen in his Department .it might be ask what evidence there be to support that .the hon .and gallant Member for the Isle of Ely ( Sir H. Legge - Bourke ) will remember that time and again we discuss the difficulty of an assessment base on Schedule A.time and again the Government defend the attitude they have adopt .",2021-03-22T11:51:07.352110Z,1
,0,2021-03-22T11:51:19.977415Z,613,7,"the Minister also say that acceptance of the Amendments would add another complication .I know that bureaucracy be always anxious , if it can , to simplify matter at the expense of the public , but the duty of Parliament be to prevent that , and to place a precise limit on any invasion of or interference with the ordinary right of privacy , particularly with regard to entry on to land and private premise .",2021-03-22T11:51:19.977458Z,1
,0,2021-03-22T11:51:26.044996Z,614,5,"we be all deeply conscious of the danger which at present threaten individual in deal with bureaucracy .it be not only extraordinarily unconvincing , but politically singularly inapt for the junior Minister to have reject the Amendment .the Amendment can not do any harm .at its very bad , it may not be wholly adequate .if he find that be so , then he can easily have an Amendment move in another place , and if , on examination , that Amendment seem an improvement , we should not raise any objection when it be bring back to we from another place .",2021-03-22T11:51:26.045029Z,1
,0,2021-03-22T11:51:53.175917Z,615,2,"the hon .member for Widnes ( Mr. MacColl ) have courteously give I something like four minute in which to deal with his motion .I should like to start by say straight away that the Government recognise their responsibility for make sure that by one mean or another there shall be enough site for the rehousing of those member of the population in the big city who be at present live under bad condition .the Government have accept that responsibility .my right hon .friend have say categorically on several occasion that the Government do not intend that rehousing shall falter for lack of land , and , of course , there be the great collaboration between the various Departments of the Government in secure this .if all the Departments concern be to be merge together , there would be one titanic bureaucracy which would not be nearly as effective as the present system of close collaboration between all Departments concern stimulate by my right hon .friend and his contact with the local authority .",2021-03-22T11:51:53.175956Z,1
,0,2021-03-22T11:51:55.627957Z,615,3,"the hon .member for Widnes ( Mr. MacColl ) have courteously give I something like four minute in which to deal with his motion .I should like to start by say straight away that the Government recognise their responsibility for make sure that by one mean or another there shall be enough site for the rehousing of those member of the population in the big city who be at present live under bad condition .the Government have accept that responsibility .my right hon .friend have say categorically on several occasion that the Government do not intend that rehousing shall falter for lack of land , and , of course , there be the great collaboration between the various Departments of the Government in secure this .if all the Departments concern be to be merge together , there would be one titanic bureaucracy which would not be nearly as effective as the present system of close collaboration between all Departments concern stimulate by my right hon .friend and his contact with the local authority .",2021-03-22T11:51:55.627990Z,1
,0,2021-03-22T11:53:33.826428Z,616,2,"the Economic Secretary have give no justification for his case whatsoever .it be quite clear that there be some bumble - dom in the Board of Customs and Excise .I be sorry to say this , because most of we have very high regard for that Department as an operational unit , but , somewhere down the line in the Board of Customs and Excise , there be this bumble bureaucracy which , on this occasion , and despite his acceptance of the fact that there be an anomaly here , have convince the hon .gentleman that this change can not he make .",2021-03-22T11:53:33.826467Z,1
,0,2021-03-22T11:53:48.373189Z,617,5,"consider the size of this undertaking .the Commission , when we have bring it into existence and complete the process of transfer , will own about 90,000 dwelling , in which dwell about 350,000 people .it will own about 250 factory and 2,000 shop .when we debate land , a few day ago , the Minister be very critical of certain proposal that we make on the ground that they would lead to an enormous bureaucracy .but surely it be an extraordinary measure of bureaucracy that this varied range of undertaking , the proper administration of which require so much local knowledge peculiar to each particular town , should all be handle by a single nominate Commission ?",2021-03-22T11:53:48.373225Z,1
,0,2021-03-22T11:53:50.749825Z,617,3,"consider the size of this undertaking .the Commission , when we have bring it into existence and complete the process of transfer , will own about 90,000 dwelling , in which dwell about 350,000 people .it will own about 250 factory and 2,000 shop .when we debate land , a few day ago , the Minister be very critical of certain proposal that we make on the ground that they would lead to an enormous bureaucracy .but surely it be an extraordinary measure of bureaucracy that this varied range of undertaking , the proper administration of which require so much local knowledge peculiar to each particular town , should all be handle by a single nominate Commission ?",2021-03-22T11:53:50.749865Z,1
,0,2021-03-22T11:53:57.442342Z,618,7,"we know that the Executive and the bureaucracy always have a natural resistance to parliamentary scrutiny .the first point that be feel widely , not only on this side of the Committee , be that , as one hon .member opposite say , the Bill be admit to be grossly unfair .that be indisputable .this measure victimise a small number of man who be , in a sense , be double - crossed .",2021-03-22T11:53:57.442369Z,1
,0,2021-03-22T11:54:39.430255Z,619,3,"on this matter of test consumer good and issue seal of approval , there be , as he know , a somewhat different approach between we .this , of course , be our difficulty , because , strange as it may seem to all political commentator who try falsely to persuade the public that the Socialist Party stand for great , massive , state bureaucracy , which of course , be perfectly untrue , the hon .Member be try in this Bill to give we a far more bureaucratic method of deal with this problem than we ourselves approve in our own policy statement .I appreciate his difficulty and that be why I be support his Bill , because the machinery which both of we would like to have set up be not here .",2021-03-22T11:54:39.430288Z,1
,0,2021-03-22T11:54:57.323686Z,620,1,"those of we who have be in Washington recently , and have try to hack our way through part of that strange jungle of lobby and bureaucracy , know something of the intense pressure to which President Kennedy be subject by various interest .in particular , a vast industrial - military vested interest have grow up in the missile industry .this interest would be threaten by a real test ban .new sale depend on new model : new model depend on new test .it be regrettable , indeed shameful , that the Prime Minister of Great Britain should feel oblige to yield indirectly to these same pressure , and should so feebly echo his master 's voice .",2021-03-22T11:54:57.323729Z,1
,0,2021-03-22T11:55:13.022445Z,621,3,"if my hon .friend believe that , he will believe anything .he can take it from I that a doctor , act with a secretary , can collect debt much quick and much more cheaply than can a hospital employ a large staff .there be no doubt that an individual collect his own debt be much quick on the ball .he get the money in more cheaply .I think I take the whole House with I on that .once a bureaucracy be engage it be difficult .what the doctor receive be not know .but a calculation base on accident statistic suggest that the gross figure be also in the region of £ 100,000 a year .I believe that the cost of collection be very much less —",2021-03-22T11:55:13.022514Z,1
,0,2021-03-22T11:55:14.696680Z,621,5,"if my hon .friend believe that , he will believe anything .he can take it from I that a doctor , act with a secretary , can collect debt much quick and much more cheaply than can a hospital employ a large staff .there be no doubt that an individual collect his own debt be much quick on the ball .he get the money in more cheaply .I think I take the whole House with I on that .once a bureaucracy be engage it be difficult .what the doctor receive be not know .but a calculation base on accident statistic suggest that the gross figure be also in the region of £ 100,000 a year .I believe that the cost of collection be very much less —",2021-03-22T11:55:14.696740Z,1
,0,2021-03-22T11:55:24.537263Z,622,6,"these publican in Newcastle — I use the name in the biblical sense — constitute the large and most futile group of civil servant .they be the most expensive bureaucracy in the country .however , we shall be able to use they under the Labour Government , for we shall have a lot to do in bring forward a social security system worth have .I should like to know the figure show how much these civil servant cost , together with such activity as the micro - film department , and how big the building be in which they work .it would be interesting to see how much this cost in income tax .",2021-03-22T11:55:24.537293Z,1
,0,2021-03-22T11:55:35.079069Z,623,1,"we have take a figure of a minimum of 200,000 not for bureaucratic reason of tidiness but because we propose to endow these borough with very strong administrative power , and it be essential that they should have the scope to employ expert , should have adequate catchment area and resource and should be base on a natural focus to carry out those duty and to evoke the necessary loyalty .this be the very opposite of bureaucracy .we be take this step because we be try to make a potential community for the people of Greater London .",2021-03-22T11:55:35.079106Z,1
,0,2021-03-22T11:55:52.691494Z,624,5,"I well remember during our discussion in Committee on the 1961 Bill refer to a case of a young boy , a constituent of mine , who be barely 16 .he be sentence by the local court to borstal for a quite trivial offence — break and enter , take cigarette or chocolate , or something of that sort .as often happen , there be no vacancy in any borstal institution .hon .member may believe it or not , but that boy be send to Barlinnie of all place , well know for its crime - harden inmate .again hon .member may believe it or not , but he be keep there for three month until I get to hear of it .that be bureaucracy go mad .there must be some other mean of keep a young child — that be what this boy practically be — under supervision .he could have be put on probation for a while or something like that .how can anyone believe that it would be anything but a near - miracle if that boy emerge from Barlinnie undefiled in both body and mind ?",2021-03-22T11:55:52.691526Z,1
,0,2021-03-22T11:56:11.884640Z,625,3,"another thing on which we be open to rebuke be that the Select Committee ask that drafting assistance should be provide for member — and not just member of the Opposition .that assistance have so far be withhold , and it be part of the impertinence of the Executive .at the present time , the great danger be the strengthening of the Executive , buttress by P.R.O.s , Pressmen , hand - out and the rest — and also by the Civil Service ; a bureaucracy complete , and a Legislature not sufficiently armed to meet it .that be one of the danger , and that be why we want more Library facility .we should not have to accept everything we find in White Papers .the Economic Survey and the White Paper on Defence have be prove wrong .",2021-03-22T11:56:11.884695Z,1
,0,2021-03-22T11:56:57.243139Z,626,3,"""[ hon .member : """""""" rubbish . """""""" ]someone challenge I by say """""""" Rubbish """""""" .let we look at this for a moment .from where be the Press to get its information once all source be frightened that they may be rat on at some future date ?obviously , the source will dry up and the whole character of our free Press will change .some hon .member want that .some hon .member may think it would be a good thing if the Press be thoroughly circumscribe and be not able to get hold of all sort of information .I believe that it would be a tragic thing for the country .there be many occasion when the Press have the effect of dampen down the enthusiasm of those who would enforce rigidity in this country and those who would build up a strong bureaucracy .""""""",2021-03-22T11:56:57.243193Z,1
,0,2021-03-22T11:57:07.072162Z,627,1,"the official Opposition suggest a system of import board .I understand that the hon .and learn Member for Montgomery ( Mr. Hooson ) want a commission which would supplant all Government Departments ; there would be a certain amount of bureaucracy do what clearly should be the Government 's function .if I be wrong about that , perhaps when the Liberal Party spoke man take part in the debate he will make a little clear what the hon .and learn Member intend .",2021-03-22T11:57:07.072215Z,1
,0,2021-03-22T11:57:12.959950Z,628,3,I wish to make clear that I do not favour the nationalisation of land .I believe that it would create a large bureaucracy and more evil than we have at present .,2021-03-22T11:57:12.959985Z,1
,0,2021-03-22T11:57:14.449733Z,628,4,I wish to make clear that I do not favour the nationalisation of land .I believe that it would create a large bureaucracy and more evil than we have at present .,2021-03-22T11:57:14.449772Z,1
,0,2021-03-22T12:00:35.546288Z,629,5,"strong force be gather behind the preservation of the traditional local administration of the Income Tax .the general commissioner be hold out to be the estimable body of gentleman , and certainly they be — and be — who stand between the tyranny of bureaucracy and the helpless taxpayer ; the assessor be man who see that justice be do ; and the collector hold themselves out to be the buffer between the bureaucracy and the taxpayer .emotion run high in 1920 .the surveyor , as he then be — now the inspector of taxis — the Treasury watchdog , have his function , and no one doubt it , but neither the House , nor , so it appear , the country , be then willing for the inspector of taxis to exercise legally the function which , by force of circumstance , he have come to exercise informally within the procedure of the Income Tax Act .",2021-03-22T12:00:35.546327Z,1
,0,2021-03-22T12:00:42.962877Z,630,5,"the House will always give very careful and sympathetic attention to an Amendment which seek to safeguard the right of the citizen , not only against the Executive but against its agent .in the hand of bureaucracy many citizen feel helpless and ill - equip to stand up for their own right .I may as well make a clean breast of it : as the House know , my bias be heavily in favour of the Inland Revenue .nevertheless , I have try to bring a detach mind to bear upon the Amendment .",2021-03-22T12:00:42.962958Z,1
,0,2021-03-22T12:34:01.013798Z,631,1,"""""""I do not know whether the Government think that there be any political advantage in do this now .I do not know whether they think that the headline in some of the newspaper have be politcally helpful .the Times say : Most wartime law to end """""""" .the Guardian say : emergency end at last """""""" .it may be that there be some unsuspecting people who think that the Tories be good for """""""" knock Whitehall in the eye """""""" and """""""" down with bureaucracy """""""" and all that sort of thing , but it would have be well have the Government introduce a hold operation instead of try to legislate for the next Parliament at this late hour of this Parliament .""""""",2021-03-22T12:34:01.013827Z,1
,0,2021-03-22T12:34:11.339164Z,632,3,"""""""it do not merely affect Birmingham .I have a quotation here from the Evening Standard of 8th January , which say : Enfield Council be fight a ' disastrous decision ' by the Minister of Housing , Sir Keith Joseph , who have rule that if the council implement a compulsory purchase order on a 12 - acre site at Lavender Hill , to keep it as allotment , it must pay for it at housing land rate .this mean an estimated £ 250,000 compare with the £ 7,500 pay to the Charity Commissioners for the land less than three year ago by a private investment company .angry councillor last night decide to ask Sir Joseph to receive a deputation in an attempt to get he to reconsider his ruling .change planning legislation in 1960 have provide the opportunity take by the land speculator who have be aid and abet by the Minister 's decision , say Councillor Edward Graham , leader of the Labour majority : ' we protest at the possible effect that this decision of the Minister may have .he have endanger public amenity and outrage public feeling ' .this show that this be a widespread problem , and I ask the Minister what he propose to do about it .in this case he have not the excuse that to deal with this matter would involve a vast bureaucracy .no land commission or nationalisation of land be involve .all that be want be for the Minister to say """""""" no """""""" , but the Minister refuse to do that .what be his policy about this ?how do he justify these enormous profit make by people who have no expectation or right to they on land schedule as open space ?I hope that the Minister will deal with this matter when he reply to the debate .""""""",2021-03-22T12:34:11.339214Z,1
,0,2021-03-22T12:34:19.220195Z,633,3,"probably the most satisfactory feature of our housing programme since the end of the war have be the new town .they have be create not by build up very large bureaucracy , but through the appointment of small body of man who , in their turn , give order to private contractor and firm who do the work involve .",2021-03-22T12:34:19.220236Z,1
,0,2021-03-22T12:34:25.792927Z,634,3,"my own view of what would happen be that the idea of be face by this sort of complication , and this vast bureacracy of the land commission decide what sort of term lease should have , whether or not they should be assign , and so on , would be so restrictive that it would drive more and more people to bid for the old freehold house that exist , thus have the reverse effect of that which hon .member opposite want , by push up the price of exist property .there would be a rig market for the new form of leasehold property , but the old type of freehold property would be bid for to a much great extent by people who do not want to be restrict by the bureaucracy envisage in the land commission .",2021-03-22T12:34:25.792955Z,1
,0,2021-03-22T12:34:45.193719Z,635,5,"I suggest to the right hon .gentleman that in this case the firm have be wrongly treat by a statutory Board .it be a firm which face ruin .these people have as much right to have their claim consider as any other company connect with the egg industry .if we be to have this bad type of bureaucracy on the part of a public board , with arrogance , deceit and evasion , as it seem to be , surely this be a case where the Minister must decide there should be a thorough inquiry , and that , pende that inquiry , the firm should be allow to buy second quality egg , upon which it depend for economic survival .",2021-03-22T12:34:45.193802Z,1
,0,2021-03-22T12:37:15.691111Z,636,1,"I want to concentrate on the Clause relate to extend grant to handicapped child from the age of 15 or 16 .I be most disturb by the way in which my suggestion for deal with yet another anomaly have be dispose of .the Clause remove an anomaly but leave another .I have still not have the letter from the Minister of Health which I be promise by the Secretary of State .I do not know whether this mean that he deny that the anomaly exist .perhaps we could be tell something about this .it seem ridiculous that because of departmental bureaucracy , or parliamentary bureaucracy , or some other form of bureaucracy , an anomaly which everybody would want to put right , even though it affect only a small number , have not be rectify with the opportunity which the Bill give .",2021-03-22T12:37:15.691147Z,1
,0,2021-03-22T12:40:08.601548Z,637,3,"the hon .Member speak briefly and with indignation about land price .all I can say be that despite land price we be get a house building programme at record level — a building programme and other social and industrial investment run at record level , with the building industry fully stretch .the Labour Party proposal would not make house cheap .if betterment be its sole aim , which I conclude be the case from an article in the Times yesterday write by the hon .member for Fulham — which again avoid the key issue of the price at which the Land Commission would seek to buy land — the result of the proposal would be a colossal bureaucracy , severe delay at every stage of development , massive compulsory purchase , great bitterness on the part of those often of relatively modest mean who be force to sell at cut price , and the conversion of all future owner - occupation into leasehold tenure , with rise ground rent .on top of that , it would not produce a single extra house .",2021-03-22T12:40:08.601586Z,1
,0,2021-03-22T12:40:18.072377Z,638,2,"as the First Secretary say this afternoon , we shall be set up new planning machinery — both consultative council and planning board .we shall not be create bureaucracy .we shall not be create sinecure .we shall be streamline the present apparatus and carry it a good deal far forward than the right hon .member for Bexley ( Mr. Heath ) succeed in do during the period in which he be responsible for regional planning .",2021-03-22T12:40:18.072465Z,1
,0,2021-03-22T12:40:31.477785Z,639,3,"incidentally , the Amendment would require the appointment of 32 extra rent officer organisation .I be not correct when I say that the number would be 30 .I would like to satisfy the prestige and feeling of status of these area , but when the Opposition have be express the view , very properly , that I should not pile up unnecessary bureaucracy , it be worth remember that we would require 32 extra organisation .",2021-03-22T12:40:31.477834Z,1
,0,2021-03-22T12:40:54.596568Z,640,1,"I know that with the present Government this be a particularly difficult problem .this be why I be so interested in the remark of the hon .Member for Fife , West .the theory of Socialism breed bureaucracy .in the end it become so powerful that it become their master .I be sure many hon .member opposite be aware of this problem .the proposal for an ombudsman go some way to meet this , but it do it on an individual plane and not on the wide one .we need to turn our attention to wide consideration .",2021-03-22T12:40:54.596623Z,1
,0,2021-03-22T12:41:02.572225Z,641,1,"the solicitor then think that they have well look into the case more carefully , and they warn Mrs. Wedge that to do so would cost her money because it would be necessary to undertake some research .specialist inquiry would have to be make , and this would cost her money .here again I think the Minister be correct in what he do .he write to I and warn I what might happen if Mrs. Wedge bring her appeal .he agree that there be a section in the National Health Service Act which allow he to pay her compensation , but he conclude with this bit of bureaucracy that there be no guarantee that she would be able to receive any money by way of redress , and that he and previous Ministers have rarely use this provision in the Act .",2021-03-22T12:41:02.572272Z,1
,0,2021-03-22T12:41:12.180424Z,642,3,"in the case in point , 81 per cent .of the population of Topsham be against the proposal .this opinion , for reason which I have give , be express somewhat late in the day , as the right hon .Gentleman hasten to inform I , and this I fully accept .but I think that the reason for it will be understand by the House .because of what have happen , the inevitability of bureaucracy be such that they have to be ignore .",2021-03-22T12:41:12.180511Z,1
