id,adj
21655__Conservative__uk.proc.d.1946-05-28.18,vast
21655__Conservative__uk.proc.d.1946-05-28.18,Such
17475__Communist__uk.proc.d.1946-06-06.33,Socialist
17475__Communist__uk.proc.d.1946-06-06.33,Socialist
17475__Communist__uk.proc.d.1946-06-06.33,Socialist
19423__Conservative__uk.proc.d.1946-07-11.30,complete
19423__Conservative__uk.proc.d.1946-07-11.30,complete
16434__Labour__uk.proc.d.1946-07-29.31,hopeless
22178__Labour__uk.proc.d.1946-11-15.5,European
22178__Labour__uk.proc.d.1946-11-15.5,white
16583__Conservative__uk.proc.d.1947-01-24.4,vast
22108__Conservative__uk.proc.d.1947-02-05.14,efficient
19081__Labour__uk.proc.d.1947-02-07.8,more
18214__Conservative__uk.proc.d.1947-02-13.13,new
22131__Labour__uk.proc.d.1947-02-24.22,more
22131__Labour__uk.proc.d.1947-02-24.22,more
22340__Independent__uk.proc.d.1947-03-03.20,tired
21635__Conservative__uk.proc.d.1947-03-31.17,modern
16713__Conservative__uk.proc.d.1947-04-16.26,vast
16765__Conservative__uk.proc.d.1947-04-17.20,painstaking
18276__Conservative__uk.proc.d.1947-04-21.21,much
18276__Conservative__uk.proc.d.1947-04-21.21,vast
18798__Labour__uk.proc.d.1947-05-05.18,much
18276__Conservative__uk.proc.d.1947-05-07.17,vast
19437__Conservative__uk.proc.d.1947-05-13.19,official
18268__Conservative__uk.proc.d.1947-05-16.6,less
19153__unknown__uk.proc.d.1947-05-19.18,topheavy
17286__Labour__uk.proc.d.1947-08-04.26,vast
19109__Labour__uk.proc.d.1947-08-04.26,own
19153__unknown__uk.proc.d.1947-08-04.26,unable
21773__Labour__uk.proc.d.1947-10-21.8,heavy
21995__Conservative__uk.proc.d.1947-11-13.15,soulless
18361__Conservative__uk.proc.d.1947-11-19.29,swollen
22250__Conservative__uk.proc.d.1947-12-01.25,super
22250__Conservative__uk.proc.d.1947-12-01.25,-
22250__Conservative__uk.proc.d.1947-12-01.25,imposed
22510__Labour__uk.proc.d.1948-01-21.12,big
17267__Labour__uk.proc.d.1948-02-03.11,perfect
19812__Labour__uk.proc.d.1948-02-09.18,unnecessary
21782__Labour__uk.proc.d.1948-02-10.13,vertical
19374__Conservative__uk.proc.d.1948-02-24.17,great
19374__Conservative__uk.proc.d.1948-02-24.17,new
19374__Conservative__uk.proc.d.1948-02-24.17,great
19374__Conservative__uk.proc.d.1948-02-24.17,new
19374__Conservative__uk.proc.d.1948-02-24.17,new
19374__Conservative__uk.proc.d.1948-02-24.17,great
19374__Conservative__uk.proc.d.1948-02-24.17,new
19374__Conservative__uk.proc.d.1948-02-24.17,new
18475__Conservative__uk.proc.d.1948-03-03.25,vast
17087__Conservative__uk.proc.d.1948-03-17.25,minded
22510__Labour__uk.proc.d.1948-03-18.30,huge
22510__Labour__uk.proc.d.1948-03-18.30,big
16522__Labour__uk.proc.d.1948-03-25.28,alien
19271__Conservative__uk.proc.d.1948-04-06.13,new
18259__Conservative__uk.proc.d.1948-05-05.24,swollen
21709__Conservative__uk.proc.d.1948-06-24.23,additional
19530__Conservative__uk.proc.d.1948-06-25.6,great
21894__Labour__uk.proc.d.1948-07-02.6,medical
22008__Independent__uk.proc.d.1948-09-24.5,international
22340__Independent__uk.proc.d.1948-11-01.25,political
17126__Labour__uk.proc.d.1948-11-02.14,swollen
21994__Conservative__uk.proc.d.1948-11-16.14,more
21662__Nationalist__uk.proc.d.1948-11-17.28,similar
21662__Nationalist__uk.proc.d.1948-11-17.28,big
21932__Conservative__uk.proc.d.1948-11-17.28,departmental
21833__Labour__uk.proc.d.1948-11-17.29,huge
21759__Liberal__uk.proc.d.1948-11-24.28,complete
16765__Conservative__uk.proc.d.1948-11-29.17,swollen
17879__Conservative__uk.proc.d.1948-12-07.20,soulless
19320__Labour__uk.proc.d.1948-12-07.20,soulless
19320__Labour__uk.proc.d.1948-12-07.20,soulless
19593__Conservative__uk.proc.d.1949-01-19.11,vast
19726__Conservative__uk.proc.d.1949-02-17.13,great
16642__Labour__uk.proc.d.1949-02-17.13,huge
16642__Labour__uk.proc.d.1949-02-17.13,little
16642__Labour__uk.proc.d.1949-02-17.13,great
14151__Conservative__uk.proc.d.1949-05-09.18,cumbersome
16645__Labour__uk.proc.d.1949-07-21.28,local
19593__Conservative__uk.proc.d.1949-07-25.23,vast
17640__Liberal__uk.proc.d.1949-10-26.33,greater
21856__Conservative__uk.proc.d.1949-11-02.28,able
21856__Conservative__uk.proc.d.1949-11-02.28,administered
21874__Conservative__uk.proc.d.1949-11-10.20,top
21874__Conservative__uk.proc.d.1949-11-10.20,heavy
21657__Labour__uk.proc.d.1949-12-01.16,unnecessarily
21657__Labour__uk.proc.d.1949-12-01.16,heavy
22489__Liberal__uk.proc.d.1949-12-09.3,more
na__na__uk.proc.d.1950-03-16.17,centralised
22108__Conservative__uk.proc.d.1950-03-31.6,widespread
19296__Conservative__uk.proc.d.1950-05-01.21,confounded
22554__Conservative__uk.proc.d.1950-05-04.34,overladen
19593__Conservative__uk.proc.d.1950-05-12.5,complete
17639__Labour__uk.proc.d.1950-06-16.6,pure
18700__Labour__uk.proc.d.1950-06-28.30,centralised
22043__Labour__uk.proc.d.1950-06-30.6,more
22150__Conservative__uk.proc.d.1950-07-19.32,international
14151__Conservative__uk.proc.d.1950-07-25.19,excessive
14151__Conservative__uk.proc.d.1950-07-25.19,administrative
14151__Conservative__uk.proc.d.1950-07-25.19,vast
19296__Conservative__uk.proc.d.1950-10-18.26,industrial
21914__Labour__uk.proc.d.1950-10-19.34,much
18941__Conservative__uk.proc.d.1950-11-10.10,less
16632__Labour__uk.proc.d.1951-03-19.18,centralised
"18506__Independent_Labour_Party,_1932__uk.proc.d.1951-03-22.11",new
"18506__Independent_Labour_Party,_1932__uk.proc.d.1951-03-22.11",new
19726__Conservative__uk.proc.d.1951-04-12.22,heavy
22203__Conservative__uk.proc.d.1951-04-25.21,complex
18261__Conservative__uk.proc.d.1951-05-02.11,tremendous
18261__Conservative__uk.proc.d.1951-05-02.11,new
17788__Conservative__uk.proc.d.1951-06-07.28,-
17788__Conservative__uk.proc.d.1951-06-07.28,planning
17286__Labour__uk.proc.d.1951-12-06.15,excessive
16448__Labour__uk.proc.d.1952-02-29.5,small
16448__Labour__uk.proc.d.1952-02-29.5,managerial
17802__Labour__uk.proc.d.1952-03-31.15,terrible
17474__Labour__uk.proc.d.1952-06-18.23,unnecessary
17788__Conservative__uk.proc.d.1952-08-01.11,international
18336__Conservative__uk.proc.d.1952-10-22.30,insensitive
21833__Labour__uk.proc.d.1952-10-23.16,centralised
21833__Labour__uk.proc.d.1952-10-23.16,central
21839__Conservative__uk.proc.d.1952-11-25.10,more
na__na__uk.proc.d.1952-12-15.4,Socialist
21882__Labour__uk.proc.d.1952-12-15.8,Ministerial
21682__Conservative__uk.proc.d.1953-01-29.7,undesirable
22074__Conservative__uk.proc.d.1953-02-11.14,unnecessary
21635__Conservative__uk.proc.d.1953-03-04.19,inflated
21682__Conservative__uk.proc.d.1953-03-17.22,much
18458__Labour__uk.proc.d.1953-04-29.30,incompetent
18458__Labour__uk.proc.d.1953-04-29.30,Socialist
17198__Labour__uk.proc.d.1953-04-30.20,legal
18336__Conservative__uk.proc.d.1953-05-19.15,insensitive
18093__Conservative__uk.proc.d.1953-06-25.17,ruthless
22243__Conservative__uk.proc.d.1953-10-21.17,vast
18458__Labour__uk.proc.d.1954-03-09.14,great
18458__Labour__uk.proc.d.1954-03-09.14,central
18468__Labour__uk.proc.d.1954-10-27.20,pure
21782__Labour__uk.proc.d.1954-11-23.9,unnecessary
21782__Labour__uk.proc.d.1954-11-23.9,additional
22178__Labour__uk.proc.d.1955-02-02.18,greatest
22131__Labour__uk.proc.d.1955-02-09.15,mere
18093__Conservative__uk.proc.d.1955-02-21.6,national
18093__Conservative__uk.proc.d.1955-02-21.6,international
16444__Conservative__uk.proc.d.1955-03-30.27,more
16444__Conservative__uk.proc.d.1955-03-30.27,less
21699__Conservative__uk.proc.d.1955-04-07.13,undesirable
10037__Labour__uk.proc.d.1955-06-20.30,useless
22495__Labour__uk.proc.d.1956-01-27.6,petty
17280__Conservative__uk.proc.d.1956-01-27.6,small
17919__Labour__uk.proc.d.1956-03-06.12,private
19526__Labour__uk.proc.d.1956-03-27.14,vexatious
22107__Labour__uk.proc.d.1956-06-08.4,British
22107__Labour__uk.proc.d.1956-06-08.4,genuine
22078__Conservative__uk.proc.d.1956-06-08.4,national
21773__Labour__uk.proc.d.1956-06-08.4,overgrown
17560__Labour__uk.proc.d.1956-06-08.4,all
18093__Conservative__uk.proc.d.1956-06-15.8,enormous
17157__Conservative__uk.proc.d.1956-07-02.18,tyrannous
16877__Labour__uk.proc.d.1956-11-29.15,very
16713__Conservative__uk.proc.d.1957-02-08.5,special
19131__Labour__uk.proc.d.1957-02-14.16,vast
19131__Labour__uk.proc.d.1957-02-14.16,new
21882__Labour__uk.proc.d.1957-03-18.12,incompetent
21830__Labour__uk.proc.d.1957-03-26.4,unnecessary
21830__Labour__uk.proc.d.1957-03-26.4,unnecessary
19526__Labour__uk.proc.d.1957-05-23.15,lazy
18562__Conservative__uk.proc.d.1957-05-23.15,lazy
17640__Liberal__uk.proc.d.1957-05-23.15,lazy
18884__Labour__uk.proc.d.1957-12-13.4,remote
21740__Conservative__uk.proc.d.1957-12-16.7,semi
21740__Conservative__uk.proc.d.1957-12-16.7,-
21740__Conservative__uk.proc.d.1957-12-16.7,autonomous
21924__Labour__uk.proc.d.1958-06-13.4,local
17576__Conservative__uk.proc.d.1958-07-23.18,own
18468__Labour__uk.proc.d.1958-12-01.15,uncontrolled
18235__Labour__uk.proc.d.1958-12-01.15,irresponsible
16661__Conservative__uk.proc.d.1959-01-20.19,true
18235__Labour__uk.proc.d.1959-02-05.9,unwieldy
16405__Conservative__uk.proc.d.1959-02-16.11,international
16405__Conservative__uk.proc.d.1959-02-16.11,international
16405__Conservative__uk.proc.d.1959-02-16.11,responsible
18468__Labour__uk.proc.d.1959-06-30.16,autocratic
18728__Labour__uk.proc.d.1959-12-01.15,huge
18728__Labour__uk.proc.d.1959-12-09.12,large
18728__Labour__uk.proc.d.1960-02-03.10,large
18611__Labour__uk.proc.d.1960-02-10.14,probably
18945__Conservative__uk.proc.d.1960-02-11.18,capricious
21773__Labour__uk.proc.d.1960-03-03.9,big
17474__Labour__uk.proc.d.1960-05-12.9,sheer
21841__Conservative__uk.proc.d.1960-05-24.6,soulless
18612__Labour__uk.proc.d.1960-10-26.15,incompetent
18612__Labour__uk.proc.d.1960-10-26.15,managament
18612__Labour__uk.proc.d.1960-10-26.15,inefficient
18770__Conservative__uk.proc.d.1960-11-17.9,pure
19506__Labour__uk.proc.d.1960-12-14.9,vast
18562__Conservative__uk.proc.d.1961-03-08.10,swollen
18728__Labour__uk.proc.d.1961-05-09.23,vast
21940__Conservative__uk.proc.d.1961-05-19.3,vast
17947__Conservative__uk.proc.d.1961-06-16.4,titanic
16553__Conservative__uk.proc.d.1961-07-03.12,mere
22131__Labour__uk.proc.d.1961-07-25.27,enormous
17788__Conservative__uk.proc.d.1961-08-02.13,European
18267__Conservative__uk.proc.d.1961-08-03.12,international
21813__Labour__uk.proc.d.1962-01-26.3,great
21813__Labour__uk.proc.d.1962-01-26.3,massive
18675__Labour__uk.proc.d.1962-02-19.19,pure
18365__Labour__uk.proc.d.1962-07-31.13,maximum
18624__Conservative__uk.proc.d.1962-11-15.7,large
18624__Conservative__uk.proc.d.1962-11-15.7,new
18714__Conservative__uk.proc.d.1963-01-24.14,monstrous
18714__Conservative__uk.proc.d.1963-01-24.14,monstrous
22107__Labour__uk.proc.d.1963-01-28.9,expensive
22670__Conservative__uk.proc.d.1963-02-12.6,huge
21777__Labour__uk.proc.d.1963-03-12.12,more
18700__Labour__uk.proc.d.1963-03-15.4,complete
17372__Conservative__uk.proc.d.1963-03-21.7,stronger
21885__Labour__uk.proc.d.1963-03-26.14,central
17117__Conservative__uk.proc.d.1963-04-04.13,old
19812__Labour__uk.proc.d.1963-05-08.12,much
19964__Labour__uk.proc.d.1963-07-31.16,new
17947__Conservative__uk.proc.d.1963-11-18.13,vast
19416__Liberal__uk.proc.d.1963-11-28.21,large
22131__Labour__uk.proc.d.1964-05-04.8,grand
17947__Conservative__uk.proc.d.1964-05-04.8,large
19096__Labour__uk.proc.d.1964-06-05.6,vast
17947__Conservative__uk.proc.d.1964-06-05.6,enormous
21641__Labour__uk.proc.d.1964-06-05.6,enormous
21641__Labour__uk.proc.d.1964-06-05.6,enormous
21641__Labour__uk.proc.d.1964-06-05.6,enormous
17947__Conservative__uk.proc.d.1964-06-05.6,massive
17947__Conservative__uk.proc.d.1964-06-05.6,vast
17947__Conservative__uk.proc.d.1964-06-05.6,enormous
21746__Conservative__uk.proc.d.1964-06-09.14,permanent
18700__Labour__uk.proc.d.1964-07-13.6,ruthless
22218__Labour__uk.proc.d.1964-07-17.5,centralised
16750__Labour__uk.proc.d.1964-07-24.5,departmental
16750__Labour__uk.proc.d.1964-07-24.5,Parliamentary
22131__Labour__uk.proc.d.1964-07-28.23,colossal
17849__Labour__uk.proc.d.1964-07-30.10,squalid
16748__Conservative__uk.proc.d.1964-11-10.10,large
17218__Labour__uk.proc.d.1964-12-07.10,great
17218__Labour__uk.proc.d.1964-12-07.10,ecclesiastical
19227__Labour__uk.proc.d.1964-12-15.21,excessive
21818__Labour__uk.proc.d.1965-02-02.12,least
22107__Labour__uk.proc.d.1965-04-05.7,huge
22107__Labour__uk.proc.d.1965-04-05.7,expensive
22107__Labour__uk.proc.d.1965-04-05.7,unnecessary
16748__Conservative__uk.proc.d.1965-04-29.9,arbitrary
22107__Labour__uk.proc.d.1965-05-05.14,cumbersome
22107__Labour__uk.proc.d.1965-05-05.14,new
17522__Conservative__uk.proc.d.1965-05-24.6,large
22107__Labour__uk.proc.d.1965-06-30.13,unnecessary
17461__Labour__uk.proc.d.1965-11-18.18,fantastic
19704__Conservative__uk.proc.d.1966-01-26.14,efficient
19704__Conservative__uk.proc.d.1966-01-26.14,efficient
17989__Labour__uk.proc.d.1966-02-03.37,nasty
18611__Labour__uk.proc.d.1966-02-08.19,swollen
18893__Labour__uk.proc.d.1966-02-10.24,insensitive
16553__Conservative__uk.proc.d.1966-02-15.16,swollen
22249__Labour__uk.proc.d.1966-02-23.12,vast
21767__Labour__uk.proc.d.1966-05-05.34,centralised
17288__Conservative__uk.proc.d.1966-05-09.9,vast
17288__Conservative__uk.proc.d.1966-05-09.9,new
16748__Conservative__uk.proc.d.1966-05-12.21,large
19718__Conservative__uk.proc.d.1966-05-12.23,vast
19718__Conservative__uk.proc.d.1966-05-12.23,huge
17900__Conservative__uk.proc.d.1966-05-17.4,swollen
21779__Liberal__uk.proc.d.1966-08-01.14,needless
17947__Conservative__uk.proc.d.1966-08-09.21,enormous
16651__Conservative__uk.proc.d.1966-08-09.21,full
17947__Conservative__uk.proc.d.1966-08-10.17,great
17947__Conservative__uk.proc.d.1966-08-10.17,great
21914__Labour__uk.proc.d.1966-08-12.16,honest
21914__Labour__uk.proc.d.1966-08-12.16,honest
na__na__uk.proc.d.1966-10-26.11,large
18935__Conservative__uk.proc.d.1966-10-27.10,unnecessary
17647__Conservative__uk.proc.d.1966-12-13.16,new
18340__Labour__uk.proc.d.1967-01-23.13,unnecessary
18760__Conservative__uk.proc.d.1967-01-24.8,Socialist
18622__Conservative__uk.proc.d.1967-02-01.8,pure
18354__Conservative__uk.proc.d.1967-02-02.11,own
18702__Liberal__uk.proc.d.1967-02-13.3,centralised
19405__Conservative__uk.proc.d.1967-02-14.17,bigger
17043__Conservative__uk.proc.d.1967-02-15.15,administrative
21773__Labour__uk.proc.d.1967-03-17.8,huge
21718__Conservative__uk.proc.d.1967-04-12.12,swollen
19284__Conservative__uk.proc.d.1967-04-17.35,more
19096__Labour__uk.proc.d.1967-05-05.3,new
17900__Conservative__uk.proc.d.1967-05-05.3,great
22218__Labour__uk.proc.d.1967-05-10.12,local
19442__Conservative__uk.proc.d.1967-06-05.10,entrenched
21982__Conservative__uk.proc.d.1967-06-06.9,Parkinsonian
22072__Conservative__uk.proc.d.1967-06-07.10,unnecessary
16435__Conservative__uk.proc.d.1967-06-29.15,British
21830__Labour__uk.proc.d.1967-07-04.10,local
18340__Labour__uk.proc.d.1967-07-12.5,outside
22072__Conservative__uk.proc.d.1967-07-18.19,enormous
21741__Conservative__uk.proc.d.1967-07-18.19,new
22545__Conservative__uk.proc.d.1967-07-27.8,expensive
18935__Conservative__uk.proc.d.1967-11-01.3,swollen
18229__Conservative__uk.proc.d.1967-11-01.3,larger
17685__Labour__uk.proc.d.1967-11-29.6,enlarged
21741__Conservative__uk.proc.d.1967-12-20.13,new
21741__Conservative__uk.proc.d.1967-12-20.13,yet
na__na__uk.proc.d.1968-01-16.6,much
na__na__uk.proc.d.1968-01-16.6,additional
21660__Labour__uk.proc.d.1968-01-26.5,swollen
21678__Labour__uk.proc.d.1968-01-26.5,new
21678__Labour__uk.proc.d.1968-01-26.5,small
21678__Labour__uk.proc.d.1968-01-26.5,additional
18935__Conservative__uk.proc.d.1968-01-29.17,administrative
22055__Labour__uk.proc.d.1968-01-29.17,bloated
17129__Conservative__uk.proc.d.1968-01-29.17,inflated
21830__Labour__uk.proc.d.1968-01-29.17,more
22518__Conservative__uk.proc.d.1968-01-29.17,central
21715__Conservative__uk.proc.d.1968-01-29.17,bigger
16823__Conservative__uk.proc.d.1968-02-05.8,pure
16877__Labour__uk.proc.d.1968-02-13.16,vast
16757__Conservative__uk.proc.d.1968-02-14.11,swollen
18705__Labour__uk.proc.d.1968-02-14.12,irresponsible
16583__Conservative__uk.proc.d.1968-02-15.8,heavy
16583__Conservative__uk.proc.d.1968-02-15.8,top
16583__Conservative__uk.proc.d.1968-02-15.8,heavy
22562__Ulster_Unionist_Party__uk.proc.d.1968-03-22.6,more
21741__Conservative__uk.proc.d.1968-03-27.3,new
10535__Labour__uk.proc.d.1968-04-24.13,massive
22485__Conservative__uk.proc.d.1968-05-21.19,Socialist
22528__Liberal__uk.proc.d.1968-05-28.15,extra
16530__Conservative__uk.proc.d.1968-05-28.22,unnecessary
22072__Conservative__uk.proc.d.1968-05-29.9,unnecessary
22072__Conservative__uk.proc.d.1968-05-29.9,appalling
22503__Conservative__uk.proc.d.1968-05-30.15,vast
18912__Labour__uk.proc.d.1968-06-21.10,insensitive
22558__Conservative__uk.proc.d.1968-07-01.14,new
19420__Liberal__uk.proc.d.1968-07-16.10,complicated
22228__Conservative__uk.proc.d.1968-07-17.68,more
17157__Conservative__uk.proc.d.1968-07-24.19,bigger
18562__Conservative__uk.proc.d.1968-11-12.4,swollen
17947__Conservative__uk.proc.d.1968-11-13.5,new
na__na__uk.proc.d.1968-11-19.12,elective
21715__Conservative__uk.proc.d.1968-11-21.18,genuine
21715__Conservative__uk.proc.d.1968-11-21.18,Genuine
21715__Conservative__uk.proc.d.1968-11-21.18,genuine
21726__Conservative__uk.proc.d.1968-11-21.18,efficient
21726__Conservative__uk.proc.d.1968-11-21.18,certainly
21726__Conservative__uk.proc.d.1968-11-21.18,central
17288__Conservative__uk.proc.d.1968-11-25.3,new
17704__Labour__uk.proc.d.1968-11-25.3,new
21715__Conservative__uk.proc.d.1968-11-27.13,less
10152__Labour__uk.proc.d.1968-12-05.12,bigger
10152__Labour__uk.proc.d.1968-12-05.12,smaller
10152__Labour__uk.proc.d.1968-12-05.12,efficient
16651__Conservative__uk.proc.d.1969-02-20.4,unnecessary
na__na__uk.proc.d.1969-02-24.11,perhaps
na__na__uk.proc.d.1969-02-24.11,petty
na__na__uk.proc.d.1969-02-24.11,petty
10276__Conservative__uk.proc.d.1969-02-24.13,necessary
17091__Labour__uk.proc.d.1969-02-27.13,faceless
22007__Conservative__uk.proc.d.1969-02-27.13,more
17946__Conservative__uk.proc.d.1969-02-27.13,statutory
18946__Labour__uk.proc.d.1969-02-27.13,less
21722__Labour__uk.proc.d.1969-03-03.6,unsympathetic
20052__Conservative__uk.proc.d.1969-03-25.20,wretched
10396__Liberal_Democrats__uk.proc.d.1969-04-18.3,oppressive
10396__Liberal_Democrats__uk.proc.d.1969-04-18.3,enormous
10591__Conservative__uk.proc.d.1969-04-30.13,much
22233__Conservative__uk.proc.d.1969-05-01.22,more
16699__Conservative__uk.proc.d.1969-05-01.22,more
22245__Conservative__uk.proc.d.1969-05-12.11,crazy
17860__Labour__uk.proc.d.1969-05-19.8,vast
17860__Labour__uk.proc.d.1969-05-19.8,new
17860__Labour__uk.proc.d.1969-05-19.8,rigid
17860__Labour__uk.proc.d.1969-05-19.8,vast
17860__Labour__uk.proc.d.1969-05-19.8,new
22249__Labour__uk.proc.d.1969-05-23.4,vast
22565__Conservative__uk.proc.d.1969-06-11.10,local
21726__Conservative__uk.proc.d.1969-06-12.15,Departmental
22072__Conservative__uk.proc.d.1969-06-18.7,further
22503__Conservative__uk.proc.d.1969-06-23.6,yet
22503__Conservative__uk.proc.d.1969-06-23.6,regional
18946__Labour__uk.proc.d.1969-06-24.17,more
16651__Conservative__uk.proc.d.1969-06-24.17,immense
10591__Conservative__uk.proc.d.1969-06-24.17,unnecessary
22200__Conservative__uk.proc.d.1969-07-23.27,enormous
22228__Conservative__uk.proc.d.1969-07-23.28,arrogant
21879__Labour__uk.proc.d.1969-10-28.3,unnecessary
16422__Conservative__uk.proc.d.1969-10-29.6,bloated
16422__Conservative__uk.proc.d.1969-10-29.6,present
16422__Conservative__uk.proc.d.1969-10-29.6,bloated
22072__Conservative__uk.proc.d.1969-12-10.16,more
22072__Conservative__uk.proc.d.1969-12-10.16,more
18562__Conservative__uk.proc.d.1969-12-10.16,Socialist
14204__Labour__uk.proc.d.1969-12-18.9,centralised
